City,CrashCount,CrashType,Latitude,Location,Longitude,Year
VANCOUVER,1,PDO,49.284802,2100 BLK DUNDAS ST,-123.060662,2010
VANCOUVER,1,Casualty,49.239788,2100 BLK E 33RD AVE,-123.0608,2010
VANCOUVER,1,PDO,49.239788,2100 BLK E 33RD AVE,-123.0608,2010
VANCOUVER,1,PDO,49.236911,2100 BLK E 37TH AVE,-123.063774,2010
VANCOUVER,1,PDO,49.232834,2100 BLK E 41ST AVE,-123.063826,2010
VANCOUVER,1,PDO,49.229448,2100 BLK E 45TH AVE,-123.063825,2010
VANCOUVER,1,PDO,49.225141,2100 BLK E 49TH AVE,-123.064064,2010
VANCOUVER,1,PDO,49.224021,2100 BLK E 50TH AVE,-123.064092,2010
VANCOUVER,1,PDO,49.222213,2100 BLK E 52ND AVE,-123.064189,2010
VANCOUVER,1,Casualty,49.262251,2100 BLK E BROADWAY,-123.060093,2010
VANCOUVER,1,PDO,49.262251,2100 BLK E BROADWAY,-123.060093,2010
VANCOUVER,1,PDO,49.262251,2100 BLK E BROADWAY,-123.060093,2010
VANCOUVER,1,Casualty,49.281174,2100 BLK E HASTINGS ST,-123.060726,2010
VANCOUVER,1,PDO,49.283008,2100 BLK PANDORA ST,-123.060694,2010
VANCOUVER,1,PDO,49.216548,2100 BLK SW MARINE DR,-123.155839,2010
VANCOUVER,1,PDO,49.216548,2100 BLK SW MARINE DR,-123.155839,2010
VANCOUVER,1,Casualty,49.261019,2100 BLK W 12TH AVE,-123.15424,2010
VANCOUVER,1,PDO,49.261019,2100 BLK W 12TH AVE,-123.15424,2010
VANCOUVER,1,PDO,49.257313,2100 BLK W 16TH AVE,-123.154218,2010
VANCOUVER,1,PDO,49.24216,2100 BLK W 33RD AVE,-123.156506,2010
VANCOUVER,1,PDO,49.237339,2100 BLK W 38TH AVE,-123.156957,2010
VANCOUVER,1,PDO,49.234601,2100 BLK W 41ST AVE,-123.15664,2010
VANCOUVER,1,Casualty,49.233619,2100 BLK W 42ND AVE,-123.157049,2010
VANCOUVER,1,PDO,49.233619,2100 BLK W 42ND AVE,-123.157049,2010
VANCOUVER,1,PDO,49.232733,2100 BLK W 43RD AVE,-123.157104,2010
VANCOUVER,1,PDO,49.231857,2100 BLK W 44TH AVE,-123.157146,2010
VANCOUVER,1,PDO,49.268134,2100 BLK W 4TH AVE,-123.153957,2010
VANCOUVER,2,Casualty,49.268134,2100 BLK W 4TH AVE,-123.153957,2010
VANCOUVER,1,PDO,49.225014,2100 BLK W 51ST AVE,-123.158375,2010
VANCOUVER,1,PDO,49.266426,2100 BLK W 6TH AVE,-123.154019,2010
VANCOUVER,1,PDO,49.263841,2100 BLK W BROADWAY,-123.154118,2010
VANCOUVER,1,PDO,49.267243,2100 BLK WATERLOO ST,-123.179769,2010
VANCOUVER,1,PDO,49.271669,2100 BLK YORK AVE,-123.153823,2010
VANCOUVER,1,PDO,49.265656,2200 BLK ALDER ST,-123.131262,2010
VANCOUVER,1,PDO,49.265879,2200 BLK BURRARD ST,-123.145685,2010
VANCOUVER,1,PDO,49.265155,2200 BLK CAMBIE ST,-123.114737,2010
VANCOUVER,1,PDO,49.264623,2200 BLK COMMERCIAL DR,-123.069749,2010
VANCOUVER,1,Casualty,49.272603,2200 BLK CORNWALL AVE,-123.15617,2010
VANCOUVER,1,Casualty,49.265921,2200 BLK CYPRESS ST,-123.148059,2010
VANCOUVER,1,PDO,49.248858,2200 BLK E 24TH AVE,-123.059235,2010
VANCOUVER,1,PDO,49.239788,2200 BLK E 33RD AVE,-123.0608,2010
VANCOUVER,1,PDO,49.238039,2200 BLK E 35TH AVE,-123.060427,2010
VANCOUVER,1,PDO,49.236899,2200 BLK E 37TH AVE,-123.060425,2010
VANCOUVER,1,PDO,49.232856,2200 BLK E 41ST AVE,-123.060784,2010
VANCOUVER,1,PDO,49.231183,2200 BLK E 43RD AVE,-123.06094,2010
VANCOUVER,1,PDO,49.228527,2200 BLK E 46TH AVE,-123.062338,2010
VANCOUVER,1,PDO,49.225077,2200 BLK E 49TH AVE,-123.060761,2010
VANCOUVER,1,PDO,49.225077,2200 BLK E 49TH AVE,-123.060761,2010
VANCOUVER,1,PDO,49.264994,2200 BLK E 6TH AVE,-123.059083,2010
VANCOUVER,1,PDO,49.264144,2200 BLK E 7TH AVE,-123.060061,2010
VANCOUVER,1,Casualty,49.281172,2200 BLK E HASTINGS ST,-123.058801,2010
VANCOUVER,1,PDO,49.281172,2200 BLK E HASTINGS ST,-123.058801,2010
VANCOUVER,1,PDO,49.271205,2200 BLK GRANT ST,-123.058947,2010
VANCOUVER,2,Casualty,49.265762,2200 BLK GRANVILLE ST,-123.138484,2010
VANCOUVER,1,Casualty,49.242958,2200 BLK KINGSWAY,-123.060485,2010
VANCOUVER,1,PDO,49.242958,2200 BLK KINGSWAY,-123.060485,2010
VANCOUVER,1,PDO,49.266218,2200 BLK MACDONALD ST,-123.168375,2010
VANCOUVER,1,PDO,49.262454,2200 BLK MARSTRAND AVE,-123.156519,2010
VANCOUVER,1,PDO,49.264462,2200 BLK NANAIMO ST,-123.056591,2010
VANCOUVER,1,PDO,49.285709,2200 BLK OXFORD ST,-123.05873,2010
VANCOUVER,1,PDO,49.264264,2200 BLK RUPERT ST,-123.03383,2010
VANCOUVER,1,PDO,49.265832,2200 BLK SPRUCE ST,-123.128922,2010
VANCOUVER,1,Casualty,49.220783,2200 BLK SW MARINE DR,-123.158552,2010
VANCOUVER,1,PDO,49.220783,2200 BLK SW MARINE DR,-123.158552,2010
VANCOUVER,1,PDO,49.261075,2200 BLK W 12TH AVE,-123.156574,2010
VANCOUVER,1,PDO,49.252645,2200 BLK W 22ND AVE,-123.156903,2010
VANCOUVER,1,PDO,49.234623,2200 BLK W 41ST AVE,-123.15812,2010
VANCOUVER,1,PDO,49.234641,2200 BLK W 41ST AVE,-123.159219,2010
VANCOUVER,1,PDO,49.268169,2200 BLK W 4TH AVE,-123.156321,2010
VANCOUVER,1,PDO,49.265634,2200 BLK W 7TH AVE,-123.156426,2010
VANCOUVER,1,PDO,49.244299,2200 BLK WENONAH ST,-123.059613,2010
VANCOUVER,1,PDO,49.26546,2300 BLK BALACLAVA ST,-123.173945,2010
VANCOUVER,1,PDO,49.263531,2300 BLK BOUNDARY RD,-123.023736,2010
VANCOUVER,5,PDO,49.263531,2300 BLK BOUNDARY RD,-123.023736,2010
VANCOUVER,1,PDO,49.209574,2300 BLK BURQUITLAM DR,-123.059687,2010
VANCOUVER,1,PDO,49.265046,2300 BLK BURRARD ST,-123.145722,2010
VANCOUVER,1,PDO,49.264483,2300 BLK CAMBIE ST,-123.11475,2010
VANCOUVER,1,PDO,49.263895,2300 BLK CASSIAR ST,-123.031013,2010
VANCOUVER,1,PDO,49.27292,2300 BLK CHARLES ST,-123.05727,2010
VANCOUVER,1,PDO,49.27292,2300 BLK CHARLES ST,-123.05727,2010
VANCOUVER,1,PDO,49.291439,2300 BLK COMMISSIONER ST,-123.056736,2010
VANCOUVER,1,PDO,49.265088,2300 BLK CYPRESS ST,-123.148085,2010
VANCOUVER,1,PDO,49.284785,2300 BLK DUNDAS ST,-123.057146,2010
VANCOUVER,1,PDO,49.260361,2300 BLK E 11TH AVE,-123.057412,2010
VANCOUVER,1,PDO,49.269554,2300 BLK E 1ST AVE,-123.057249,2010
VANCOUVER,1,PDO,49.246716,2300 BLK E 27TH AVE,-123.059225,2010
VANCOUVER,1,Casualty,49.239773,2300 BLK E 33RD AVE,-123.055586,2010
VANCOUVER,1,PDO,49.224999,2300 BLK E 49TH AVE,-123.058407,2010
VANCOUVER,1,Casualty,49.2202,2300 BLK E 54TH AVE,-123.058628,2010
VANCOUVER,1,PDO,49.262224,2300 BLK E BROADWAY,-123.057365,2010
VANCOUVER,1,PDO,49.262224,2300 BLK E BROADWAY,-123.057365,2010
VANCOUVER,1,PDO,49.281169,2300 BLK E HASTINGS ST,-123.057191,2010
VANCOUVER,1,Casualty,49.258002,2300 BLK GRANDVIEW HWY S,-123.057464,2010
VANCOUVER,1,PDO,49.208784,2300 BLK HARRISON DR,-123.05809,2010
VANCOUVER,1,PDO,49.215828,2300 BLK HOYLAKE AVE,-123.058819,2010
VANCOUVER,1,PDO,49.272043,2300 BLK KITCHENER ST,-123.057273,2010
VANCOUVER,1,Casualty,49.263523,2300 BLK NANAIMO ST,-123.056585,2010
VANCOUVER,1,PDO,49.264742,2300 BLK OAK ST,-123.126573,2010
VANCOUVER,1,PDO,49.248696,2300 BLK VANNESS AVE,-123.057321,2010
VANCOUVER,1,PDO,49.262958,2300 BLK W 10TH AVE,-123.158857,2010
VANCOUVER,1,PDO,49.26017,2300 BLK W 13TH AVE,-123.158984,2010
VANCOUVER,1,PDO,49.259276,2300 BLK W 14TH AVE,-123.159016,2010
VANCOUVER,1,PDO,49.258317,2300 BLK W 15TH AVE,-123.15906,2010
VANCOUVER,1,PDO,49.270879,2300 BLK W 1ST AVE,-123.158586,2010
VANCOUVER,1,PDO,49.252677,2300 BLK W 22ND AVE,-123.159272,2010
VANCOUVER,1,PDO,49.235597,2300 BLK W 40TH AVE,-123.15913,2010
VANCOUVER,1,PDO,49.230944,2300 BLK W 45TH AVE,-123.160781,2010
VANCOUVER,1,PDO,49.268218,2300 BLK W 4TH AVE,-123.158673,2010
VANCOUVER,1,Casualty,49.250539,2300 BLK W KING EDWARD AVE,-123.157558,2010
VANCOUVER,1,PDO,49.26436,2300 BLK YUKON ST,-123.112864,2010
VANCOUVER,1,PDO,49.217101,2400 BLK BONNYVALE AVE,-123.058075,2010
VANCOUVER,1,PDO,49.262955,2400 BLK CLARK DR,-123.077537,2010
VANCOUVER,1,PDO,49.264208,2400 BLK CYPRESS ST,-123.148118,2010
VANCOUVER,1,PDO,49.259151,2400 BLK E 12TH AVE,-123.055689,2010
VANCOUVER,1,PDO,49.232816,2400 BLK E 41ST AVE,-123.056037,2010
VANCOUVER,1,PDO,49.262023,2400 BLK E BROADWAY,-123.055657,2010
VANCOUVER,1,PDO,49.281167,2400 BLK E HASTINGS ST,-123.055562,2010
VANCOUVER,3,PDO,49.281167,2400 BLK E HASTINGS ST,-123.055562,2010
VANCOUVER,1,PDO,49.287726,2400 BLK ETON ST,-123.055533,2010
VANCOUVER,1,Casualty,49.264046,2400 BLK GRANVILLE ST,-123.138545,2010
VANCOUVER,1,PDO,49.240904,2400 BLK KINGSWAY,-123.055999,2010
VANCOUVER,1,PDO,49.262425,2400 BLK NOOTKA ST,-123.041565,2010
VANCOUVER,1,PDO,49.263867,2400 BLK OAK ST,-123.126602,2010
VANCOUVER,1,PDO,49.26339,2400 BLK ONTARIO ST,-123.10487,2010
VANCOUVER,1,PDO,49.282995,2400 BLK PANDORA ST,-123.055558,2010
VANCOUVER,1,PDO,49.262441,2400 BLK RENFREW ST,-123.044322,2010
VANCOUVER,1,PDO,49.262441,2400 BLK RENFREW ST,-123.044322,2010
VANCOUVER,1,PDO,49.279105,2400 BLK TURNER ST,-123.055575,2010
VANCOUVER,1,PDO,49.268267,2400 BLK W 4TH AVE,-123.161051,2010
VANCOUVER,1,PDO,49.268267,2400 BLK W 4TH AVE,-123.161051,2010
VANCOUVER,1,PDO,49.266531,2400 BLK W 6TH AVE,-123.161124,2010
VANCOUVER,2,PDO,49.266531,2400 BLK W 6TH AVE,-123.161124,2010
VANCOUVER,1,PDO,49.264869,2400 BLK W 8TH AVE,-123.161182,2010
VANCOUVER,1,PDO,49.264328,2400 BLK YEW ST,-123.155281,2010
VANCOUVER,1,PDO,49.271807,2400 BLK YORK AVE,-123.160931,2010
VANCOUVER,1,Casualty,49.263544,2400 BLK YUKON ST,-123.112882,2010
VANCOUVER,1,PDO,49.263341,2500 BLK ARBUTUS ST,-123.152956,2010
VANCOUVER,1,PDO,49.262765,2500 BLK ASH ST,-123.117545,2010
VANCOUVER,1,PDO,49.263797,2500 BLK BLENHEIM ST,-123.177818,2010
VANCOUVER,2,PDO,49.291439,2500 BLK COMMISSIONER ST,-123.056736,2010
VANCOUVER,1,Casualty,49.272705,2500 BLK CORNWALL AVE,-123.163236,2010
VANCOUVER,1,Casualty,49.26959,2500 BLK E 1ST AVE,-123.053367,2010
VANCOUVER,1,PDO,49.231771,2500 BLK E 42ND AVE,-123.053428,2010
VANCOUVER,1,Casualty,49.262006,2500 BLK E BROADWAY,-123.052608,2010
VANCOUVER,1,PDO,49.262012,2500 BLK E BROADWAY,-123.053856,2010
VANCOUVER,1,PDO,49.281164,2500 BLK E HASTINGS ST,-123.053278,2010
VANCOUVER,2,Casualty,49.281164,2500 BLK E HASTINGS ST,-123.053278,2010
VANCOUVER,2,PDO,49.281164,2500 BLK E HASTINGS ST,-123.053278,2010
VANCOUVER,1,Casualty,49.261986,2500 BLK FRASER ST,-123.089143,2010
VANCOUVER,1,Casualty,49.23967,2500 BLK KINGSWAY,-123.053324,2010
VANCOUVER,1,PDO,49.263668,2500 BLK MACKENZIE ST,-123.170112,2010
VANCOUVER,1,PDO,49.248281,2500 BLK MCBAIN AVE,-123.160069,2010
VANCOUVER,1,PDO,49.260649,2500 BLK RUPERT ST,-123.033671,2010
VANCOUVER,1,PDO,49.207363,2500 BLK SE MARINE DR,-123.052259,2010
VANCOUVER,1,Casualty,49.223255,2500 BLK SW MARINE DR,-123.162964,2010
VANCOUVER,1,PDO,49.223255,2500 BLK SW MARINE DR,-123.162964,2010
VANCOUVER,1,Casualty,49.276631,2500 BLK VENABLES ST,-123.053338,2010
VANCOUVER,1,PDO,49.257449,2500 BLK W 16TH AVE,-123.163795,2010
VANCOUVER,1,PDO,49.270968,2500 BLK W 1ST AVE,-123.163315,2010
VANCOUVER,1,PDO,49.251826,2500 BLK W 23RD AVE,-123.162998,2010
VANCOUVER,1,PDO,49.240371,2500 BLK W 35TH AVE,-123.164101,2010
VANCOUVER,1,Casualty,49.264012,2500 BLK W BROADWAY,-123.163524,2010
VANCOUVER,1,PDO,49.264283,2500 BLK WALLACE CRES,-123.192249,2010
VANCOUVER,1,PDO,49.260922,2600 BLK COMMERCIAL DR,-123.069821,2010
VANCOUVER,1,PDO,49.263142,2600 BLK CROWN ST,-123.193927,2010
VANCOUVER,1,PDO,49.284777,2600 BLK DUNDAS ST,-123.050646,2010
VANCOUVER,1,PDO,49.254035,2600 BLK E 18TH AVE,-123.050855,2010
VANCOUVER,1,PDO,49.220188,2600 BLK E 54TH AVE,-123.053816,2010
VANCOUVER,1,PDO,49.262006,2600 BLK E BROADWAY,-123.050898,2010
VANCOUVER,1,PDO,49.262006,2600 BLK E BROADWAY,-123.050898,2010
VANCOUVER,1,Casualty,49.281161,2600 BLK E HASTINGS ST,-123.050655,2010
VANCOUVER,1,PDO,49.281161,2600 BLK E HASTINGS ST,-123.050655,2010
VANCOUVER,1,PDO,49.262208,2600 BLK FIR ST,-123.141085,2010
VANCOUVER,1,PDO,49.262174,2600 BLK GRANVILLE ST,-123.138557,2010
VANCOUVER,1,PDO,49.261214,2600 BLK KEITH DR,-123.079464,2010
VANCOUVER,1,Casualty,49.238638,2600 BLK KINGSWAY,-123.051103,2010
VANCOUVER,1,PDO,49.238638,2600 BLK KINGSWAY,-123.051103,2010
VANCOUVER,1,PDO,49.238638,2600 BLK KINGSWAY,-123.051103,2010
VANCOUVER,1,PDO,49.238638,2600 BLK KINGSWAY,-123.051103,2010
VANCOUVER,1,PDO,49.272295,2600 BLK KITCHENER ST,-123.050722,2010
VANCOUVER,1,Casualty,49.206514,2600 BLK MORNINGSTAR CRES,-123.054014,2010
VANCOUVER,1,PDO,49.260684,2600 BLK NANAIMO ST,-123.0566,2010
VANCOUVER,1,Casualty,49.261984,2600 BLK OAK ST,-123.126664,2010
VANCOUVER,1,PDO,49.285683,2600 BLK OXFORD ST,-123.050642,2010
VANCOUVER,1,PDO,49.272516,2600 BLK POINT GREY RD,-123.165504,2010
VANCOUVER,1,PDO,49.260649,2600 BLK RUPERT ST,-123.033671,2010
VANCOUVER,1,PDO,49.225223,2600 BLK SW MARINE DR,-123.166029,2010
VANCOUVER,1,PDO,49.262025,2600 BLK VINE ST,-123.157701,2010
VANCOUVER,1,PDO,49.261257,2600 BLK W 12TH AVE,-123.16558,2010
VANCOUVER,1,PDO,49.261257,2600 BLK W 12TH AVE,-123.16558,2010
VANCOUVER,1,Casualty,49.242291,2600 BLK W 33RD AVE,-123.164811,2010
VANCOUVER,1,PDO,49.234715,2600 BLK W 41ST AVE,-123.164994,2010
VANCOUVER,1,PDO,49.234715,2600 BLK W 41ST AVE,-123.164994,2010
VANCOUVER,1,PDO,49.268339,2600 BLK W 4TH AVE,-123.165443,2010
VANCOUVER,1,PDO,49.264045,2600 BLK W BROADWAY,-123.165562,2010
VANCOUVER,1,PDO,49.264045,2600 BLK W BROADWAY,-123.165562,2010
VANCOUVER,1,PDO,49.250062,2700 BLK ALAMEIN AVE,-123.166558,2010
VANCOUVER,1,PDO,49.20678,2700 BLK CHANDLERY PL,-123.050511,2010
VANCOUVER,1,PDO,49.256335,2700 BLK E 15TH AVE,-123.048275,2010
VANCOUVER,1,Casualty,49.269388,2700 BLK E 1ST AVE,-123.048199,2010
VANCOUVER,1,PDO,49.269388,2700 BLK E 1ST AVE,-123.048199,2010
VANCOUVER,1,PDO,49.248804,2700 BLK E 24TH AVE,-123.048363,2010
VANCOUVER,1,PDO,49.268479,2700 BLK E 2ND AVE,-123.048213,2010
VANCOUVER,1,PDO,49.219342,2700 BLK E 55TH AVE,-123.048636,2010
VANCOUVER,1,PDO,49.262004,2700 BLK E BROADWAY,-123.048313,2010
VANCOUVER,1,PDO,49.278278,2700 BLK E GEORGIA ST,-123.048025,2010
VANCOUVER,1,PDO,49.281156,2700 BLK E HASTINGS ST,-123.047997,2010
VANCOUVER,1,PDO,49.280218,2700 BLK E PENDER ST,-123.048006,2010
VANCOUVER,1,Casualty,49.237315,2700 BLK KINGSWAY,-123.048219,2010
VANCOUVER,1,PDO,49.237315,2700 BLK KINGSWAY,-123.048219,2010
VANCOUVER,1,PDO,49.237918,2700 BLK KINGSWAY,-123.049562,2010
VANCOUVER,2,Casualty,49.237918,2700 BLK KINGSWAY,-123.049562,2010
VANCOUVER,1,PDO,49.261511,2700 BLK LAUREL ST,-123.125398,2010
VANCOUVER,1,PDO,49.261511,2700 BLK LAUREL ST,-123.125398,2010
VANCOUVER,1,Casualty,49.288715,2700 BLK MCGILL ST,-123.048008,2010
VANCOUVER,1,PDO,49.261079,2700 BLK OAK ST,-123.126693,2010
VANCOUVER,1,PDO,49.260705,2700 BLK ONTARIO ST,-123.105007,2010
VANCOUVER,1,PDO,49.271842,2700 BLK POINT GREY RD,-123.167202,2010
VANCOUVER,1,PDO,49.218755,2700 BLK ROSEMONT DR,-123.049233,2010
VANCOUVER,1,PDO,49.260633,2700 BLK SOPHIA ST,-123.09829,2010
VANCOUVER,1,Casualty,49.260209,2700 BLK ST GEORGE ST,-123.093042,2010
VANCOUVER,1,PDO,49.300113,2700 BLK STANLEY PARK DR,-123.122326,2010
VANCOUVER,1,PDO,49.225223,2700 BLK SW MARINE DR,-123.166029,2010
VANCOUVER,1,PDO,49.255496,2700 BLK W 19TH AVE,-123.166446,2010
VANCOUVER,1,PDO,49.241345,2700 BLK W 34TH AVE,-123.166825,2010
VANCOUVER,1,PDO,49.234729,2700 BLK W 41ST AVE,-123.166613,2010
VANCOUVER,1,PDO,49.261272,2700 BLK YEW ST,-123.155407,2010
VANCOUVER,1,PDO,49.250097,2800 BLK ALAMEIN AVE,-123.169893,2010
VANCOUVER,1,PDO,49.259096,2800 BLK BENTALL ST,-123.032002,2010
VANCOUVER,1,PDO,49.259096,2800 BLK BENTALL ST,-123.032002,2010
VANCOUVER,1,PDO,49.259138,2800 BLK COMMERCIAL DR,-123.069853,2010
VANCOUVER,1,PDO,49.259138,2800 BLK COMMERCIAL DR,-123.069853,2010
VANCOUVER,1,PDO,49.257228,2800 BLK E 14TH AVE,-123.04571,2010
VANCOUVER,1,PDO,49.253183,2800 BLK E 19TH AVE,-123.045744,2010
VANCOUVER,1,Casualty,49.269382,2800 BLK E 1ST AVE,-123.045583,2010
VANCOUVER,1,PDO,49.250587,2800 BLK E 22ND AVE,-123.045643,2010
VANCOUVER,1,PDO,49.248801,2800 BLK E 24TH AVE,-123.045752,2010
VANCOUVER,1,PDO,49.265699,2800 BLK E 5TH AVE,-123.045646,2010
VANCOUVER,1,Casualty,49.261975,2800 BLK E BROADWAY,-123.045677,2010
VANCOUVER,1,Casualty,49.281155,2800 BLK E HASTINGS ST,-123.045346,2010
VANCOUVER,2,PDO,49.281155,2800 BLK E HASTINGS ST,-123.045346,2010
VANCOUVER,1,PDO,49.282059,2800 BLK FRANKLIN ST,-123.045322,2010
VANCOUVER,1,Casualty,49.258192,2800 BLK GRANDVIEW HWY,-123.045684,2010
VANCOUVER,1,PDO,49.260012,2800 BLK HEATHER ST,-123.119963,2010
VANCOUVER,1,PDO,49.262757,2800 BLK KITSILANO DIVERS,-123.16878,2010
VANCOUVER,1,PDO,49.288711,2800 BLK MCGILL ST,-123.046185,2010
VANCOUVER,1,PDO,49.26014,2800 BLK SPRUCE ST,-123.129112,2010
VANCOUVER,1,Casualty,49.257604,2800 BLK W 16TH AVE,-123.169389,2010
VANCOUVER,1,PDO,49.254613,2800 BLK W 20TH AVE,-123.168939,2010
VANCOUVER,1,PDO,49.246117,2800 BLK W 29TH AVE,-123.169052,2010
VANCOUVER,1,PDO,49.244204,2800 BLK W 31ST AVE,-123.169049,2010
VANCOUVER,1,PDO,49.269269,2800 BLK W 3RD AVE,-123.169652,2010
VANCOUVER,1,Casualty,49.234724,2800 BLK W 41ST AVE,-123.168823,2010
VANCOUVER,1,PDO,49.234724,2800 BLK W 41ST AVE,-123.168823,2010
VANCOUVER,1,PDO,49.261124,2800 BLK WATERLOO ST,-123.179945,2010
VANCOUVER,1,PDO,49.277458,2900 BLK ADANAC ST,-123.042767,2010
VANCOUVER,1,Casualty,49.258221,2900 BLK COMMERCIAL DR,-123.069863,2010
VANCOUVER,1,PDO,49.258221,2900 BLK COMMERCIAL DR,-123.069863,2010
VANCOUVER,1,PDO,49.260423,2900 BLK CROWN ST,-123.19405,2010
VANCOUVER,1,Casualty,49.269567,2900 BLK E 1ST AVE,-123.042841,2010
VANCOUVER,1,PDO,49.269375,2900 BLK E 1ST AVE,-123.042846,2010
VANCOUVER,1,PDO,49.250622,2900 BLK E 22ND AVE,-123.0427,2010
VANCOUVER,1,PDO,49.267588,2900 BLK E 3RD AVE,-123.042881,2010
VANCOUVER,1,PDO,49.267588,2900 BLK E 3RD AVE,-123.042881,2010
VANCOUVER,1,PDO,49.220185,2900 BLK E 54TH AVE,-123.043629,2010
VANCOUVER,1,PDO,49.264741,2900 BLK E 6TH AVE,-123.042923,2010
VANCOUVER,1,Casualty,49.281158,2900 BLK E HASTINGS ST,-123.041438,2010
VANCOUVER,2,PDO,49.281158,2900 BLK E HASTINGS ST,-123.041438,2010
VANCOUVER,1,PDO,49.258172,2900 BLK GRANDVIEW HWY,-123.042894,2010
VANCOUVER,1,PDO,49.259368,2900 BLK GRANVILLE ST,-123.138728,2010
VANCOUVER,1,PDO,49.259182,2900 BLK HEATHER ST,-123.12002,2010
VANCOUVER,1,PDO,49.236029,2900 BLK KINGSWAY,-123.043323,2010
VANCOUVER,1,PDO,49.236029,2900 BLK KINGSWAY,-123.043323,2010
VANCOUVER,1,PDO,49.272282,2900 BLK KITCHENER ST,-123.0428,2010
VANCOUVER,1,PDO,49.261027,2900 BLK VIRTUAL WAY,-123.042276,2010
VANCOUVER,1,PDO,49.261027,2900 BLK VIRTUAL WAY,-123.042276,2010
VANCOUVER,1,PDO,49.262322,2900 BLK W 11TH AVE,-123.171162,2010
VANCOUVER,1,PDO,49.257649,2900 BLK W 16TH AVE,-123.172378,2010
VANCOUVER,1,PDO,49.254621,2900 BLK W 20TH AVE,-123.171491,2010
VANCOUVER,1,Casualty,49.242335,2900 BLK W 33RD AVE,-123.17161,2010
VANCOUVER,1,PDO,49.242335,2900 BLK W 33RD AVE,-123.17161,2010
VANCOUVER,1,PDO,49.234726,2900 BLK W 41ST AVE,-123.17166,2010
VANCOUVER,1,PDO,49.232774,2900 BLK W 43RD AVE,-123.171681,2010
VANCOUVER,1,PDO,49.268435,2900 BLK W 4TH AVE,-123.172443,2010
VANCOUVER,1,PDO,49.24906,2900 BLK W KING EDWARD AVE,-123.169914,2010
VANCOUVER,1,PDO,49.258252,2900 BLK WOODLAND DR,-123.073707,2010
VANCOUVER,3,Casualty,49.26846,2ND AVE & BOUNDARY RD & E 2ND AVE,-123.023565,2010
VANCOUVER,6,PDO,49.26846,2ND AVE & BOUNDARY RD & E 2ND AVE,-123.023565,2010
VANCOUVER,1,PDO,49.284042,300 BLK ALEXANDER ST,-123.096564,2010
VANCOUVER,1,PDO,49.281847,300 BLK CASSIAR ST,-123.030825,2010
VANCOUVER,1,PDO,49.281873,300 BLK COLUMBIA ST,-123.102244,2010
VANCOUVER,1,PDO,49.258345,300 BLK E 14TH AVE,-123.097392,2010
VANCOUVER,1,PDO,49.258345,300 BLK E 14TH AVE,-123.097392,2010
VANCOUVER,1,PDO,49.255625,300 BLK E 17TH AVE,-123.097492,2010
VANCOUVER,1,PDO,49.253831,300 BLK E 19TH AVE,-123.097554,2010
VANCOUVER,1,PDO,49.252934,300 BLK E 20TH AVE,-123.097587,2010
VANCOUVER,1,Casualty,49.267238,300 BLK E 2ND AVE,-123.097261,2010
VANCOUVER,1,PDO,49.238112,300 BLK E 36TH AVE,-123.099755,2010
VANCOUVER,1,PDO,49.225605,300 BLK E 49TH AVE,-123.09853,2010
VANCOUVER,1,Casualty,49.218429,300 BLK E 57TH AVE,-123.099809,2010
VANCOUVER,1,PDO,49.264555,300 BLK E 7TH AVE,-123.097933,2010
VANCOUVER,1,PDO,49.264555,300 BLK E 7TH AVE,-123.097933,2010
VANCOUVER,1,PDO,49.282229,300 BLK E CORDOVA ST,-123.096479,2010
VANCOUVER,1,Casualty,49.281293,300 BLK E HASTINGS ST,-123.096436,2010
VANCOUVER,1,PDO,49.281293,300 BLK E HASTINGS ST,-123.096436,2010
VANCOUVER,1,PDO,49.269087,300 BLK INDUSTRIAL AVE,-123.093392,2010
VANCOUVER,1,PDO,49.260534,300 BLK KINGSWAY,-123.097225,2010
VANCOUVER,1,PDO,49.281818,300 BLK MAIN ST,-123.099659,2010
VANCOUVER,1,PDO,49.288213,300 BLK N KASLO ST,-123.046698,2010
VANCOUVER,1,PDO,49.284597,300 BLK RAILWAY ST,-123.096566,2010
VANCOUVER,1,Casualty,49.279156,300 BLK ROBSON ST,-123.116417,2010
VANCOUVER,1,PDO,49.279156,300 BLK ROBSON ST,-123.116417,2010
VANCOUVER,1,PDO,49.210726,300 BLK SE MARINE DR,-123.099335,2010
VANCOUVER,1,PDO,49.210829,300 BLK SE MARINE DR,-123.099329,2010
VANCOUVER,1,PDO,49.211188,300 BLK SW MARINE DR,-123.113775,2010
VANCOUVER,1,Casualty,49.272199,300 BLK TERMINAL AVE,-123.096755,2010
VANCOUVER,1,PDO,49.272179,300 BLK TERMINAL AVE,-123.095971,2010
VANCOUVER,1,PDO,49.262191,300 BLK W 10TH AVE,-123.111959,2010
VANCOUVER,1,PDO,49.262191,300 BLK W 10TH AVE,-123.111959,2010
VANCOUVER,1,PDO,49.259386,300 BLK W 13TH AVE,-123.112066,2010
VANCOUVER,1,PDO,49.257766,300 BLK W 15TH AVE,-123.112105,2010
VANCOUVER,1,PDO,49.256803,300 BLK W 16TH AVE,-123.111835,2010
VANCOUVER,1,PDO,49.268642,300 BLK W 1ST AVE,-123.113079,2010
VANCOUVER,1,PDO,49.250041,300 BLK W 23RD AVE,-123.111381,2010
